TransactionID,CustomerID,TransactionDateID,TransactionTypeID,Amount,ProductCategoryID,ProductSubcategoryID,BranchCityID,ChannelID,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScoreID,CustomerScore,MonthlyIncome,CustomerSegmentID,RecommendedOfferID,CurrencyID
47,1775,412,1,3472.508337,0,1,1,2,0,0,0,123,423,3926.32,2,3,1
48,9226,829,2,2810.863397,2,3,0,1,0,15.68,0,254,554,1261.38,1,1,1
49,4152,291,3,8199.032473,3,0,3,3,0,0,182.81,391,691,5875.14,2,3,1
50,2585,27,3,7838.77446,1,0,2,0,2.62,0,145.39,145,445,6093.29,2,2,0
51,4943,333,1,4679.070333,0,2,4,3,0,0,0,124,424,5418.41,2,3,1
52,8555,655,0,4115.585229,1,3,2,2,8.14,0,0,342,642,9171.04,0,0,1
53,4073,692,3,630.98502,4,3,7,3,0,0,175.22,30,330,6513.28,2,3,1
54,2021,228,1,1244.342224,4,3,4,1,0,0,0,293,593,1715.94,1,4,1
55,4843,542,4,9254.792206,1,2,2,2,45.25,0,0,89,389,6062.96,2,2,1
56,8989,782,4,3850.964442,4,0,7,1,0,0,0,261,561,3119.93,2,3,1
57,7873,837,4,441.3637935,4,3,3,0,0,0,0,447,747,4936.7,2,3,1
58,6675,771,1,32.46730405,4,0,6,0,0,0,0,446,746,6458.44,2,3,1
59,1161,49,1,2626.019545,3,0,5,1,0,0,0,167,467,6954.48,2,3,1
60,5297,372,3,14064.72431,3,2,1,3,0,0,166.84,136,436,8635.11,0,0,1
61,1995,439,3,2895.366238,4,0,0,2,0,0,62.05,424,724,5585.22,2,3,1
62,8629,773,3,10415.14268,2,1,3,0,0,90.65,164.68,131,431,2884.65,1,1,1
63,2016,184,5,2323.240365,4,0,7,0,0,0,0,532,832,3207.61,2,3,1
64,8869,787,1,4124.180621,4,1,3,3,0,0,0,63,363,2019.63,1,4,1
65,7439,121,0,173.9986123,4,3,0,0,0,0,0,246,546,1794.71,1,4,0
66,8892,257,4,5306.685308,2,1,5,1,0,76.68,0,457,757,4758.75,2,5,1
67,7863,251,4,4696.096092,2,3,7,3,0,56.99,0,354,654,1302.49,1,1,1
68,8916,326,5,4896.108358,4,1,5,0,0,0,0,210,510,5617.08,2,3,1
69,9529,618,5,2348.533949,0,1,2,3,0,0,0,404,704,4574.97,2,3,1
70,1878,771,4,4083.688444,1,3,0,0,40.31,0,0,211,511,7374.19,0,0,1
71,5887,342,1,11309.65665,3,2,2,3,0,0,0,144,444,5453.38,2,3,1
72,5859,23,4,8615.672956,1,0,5,0,44.64,0,0,470,770,1835.64,1,1,1
73,7331,453,4,13089.71897,3,1,7,0,0,0,0,483,783,3936.14,2,3,1
74,9571,603,0,3864.744055,1,4,5,1,48.22,0,0,343,643,5948.17,2,2,1
75,9684,121,5,11778.27789,2,2,5,2,0,97.73,0,436,736,8247.87,0,6,1
76,8208,479,5,3261.470132,4,0,1,3,0,0,0,144,444,3618.49,2,3,1
77,6276,462,3,12684.05405,3,2,1,2,0,0,59.06,210,510,1871.71,1,1,1
78,3062,79,5,4620.697431,4,2,2,2,0,0,0,361,661,3752.08,2,3,1
79,1064,85,0,1169.032445,4,3,5,3,0,0,0,243,543,7236.44,0,6,1
80,9006,722,0,6204.46601,2,4,2,1,0,98.42,0,188,488,6425.02,2,5,1
81,3568,19,4,8764.260517,3,0,2,0,0,0,0,29,329,7358.47,0,0,1
82,6463,378,0,6258.87124,0,2,7,1,0,0,0,335,635,6110.31,2,3,1
83,3027,503,3,4988.477637,2,3,7,3,0,85.74,73.01,518,818,8831.07,0,6,0
84,3695,251,4,1053.673504,4,0,1,2,0,0,0,260,560,7952.06,0,6,1
85,6258,804,1,11077.94817,3,3,6,1,0,0,0,360,660,8832.24,0,0,0
86,6618,254,1,7359.725739,2,0,1,0,0,95.35,0,275,575,6098.89,2,5,1
87,7736,602,5,11154.91219,2,2,2,1,0,41.33,0,509,809,2952.17,1,1,1
88,1391,298,3,5110.551794,0,1,1,1,0,0,124.59,172,472,3676.52,2,3,0
89,6892,5,0,174.2047693,1,4,4,1,6.25,0,0,154,454,9949.31,0,0,1
90,4561,814,2,14403.51844,3,1,5,2,0,0,0,270,570,5640.03,2,3,1
91,7184,155,1,8843.364133,3,1,5,0,0,0,0,229,529,2879.46,1,1,1
92,4099,313,0,8884.532582,3,2,4,3,0,0,0,64,364,3740.15,2,3,0
93,7278,818,1,13549.26196,3,3,0,3,0,0,0,539,839,2850.57,1,1,0
94,9392,436,1,6496.194638,1,4,6,2,44.32,0,0,245,545,9661.93,0,0,1
95,4104,255,1,5957.913423,2,1,1,3,0,65.65,0,455,755,5414.57,2,5,0
96,8215,569,5,1343.182044,2,3,6,3,0,91.45,0,26,326,5306.45,2,5,1
97,3454,383,3,9411.918843,1,4,0,3,23.11,0,1.07,329,629,5163.5,2,2,1
98,9996,426,1,985.9744394,2,2,5,3,0,97.39,0,124,424,7744.14,0,6,0
99,3731,645,0,1673.862323,1,4,2,0,5.38,0,0,497,797,2442.28,1,1,1
100,9154,254,0,8017.889437,1,0,1,3,21.5,0,0,107,407,2025.61,1,1,1
101,6056,539,5,6095.400294,2,2,3,3,0,29.84,0,147,447,2550.53,1,1,1
102,9110,90,3,2223.654275,2,1,4,3,0,78.06,158.43,53,353,4587.56,2,5,1
103,4840,404,3,2806.01726,1,0,7,1,11.45,0,115.8,332,632,6515.67,2,2,1
104,2028,758,2,7751.273232,0,3,5,3,0,0,0,268,568,8404.27,0,6,1
105,8385,335,4,2915.203766,4,1,0,2,0,0,0,125,425,3015.96,2,3,1
106,1502,501,1,5992.92216,3,0,2,1,0,0,0,546,846,7179.39,0,0,1
107,7910,589,5,8571.745184,1,2,5,0,11.28,0,0,413,713,5022.64,2,2,1
108,7938,605,3,5962.569575,2,0,4,2,0,84.77,50.65,180,480,8514.54,0,6,1
109,5488,308,2,3018.779873,1,0,5,3,40.07,0,0,276,576,2071.52,1,1,1
110,1206,407,4,2049.427257,2,1,5,1,0,65.53,0,360,660,8679.8,0,6,1
111,6134,716,3,7284.370961,1,0,1,1,25.16,0,174.11,422,722,1124.06,1,1,1
112,6977,769,3,7407.963479,2,4,1,2,0,19.68,93.13,132,432,2928.71,1,1,1
113,8721,595,1,727.2481883,0,1,7,3,0,0,0,150,450,6983.29,2,3,1
114,8035,165,4,2953.172904,4,4,2,3,0,0,0,533,833,4794.28,2,3,1
115,2484,426,4,1990.238246,2,0,1,3,0,92.5,0,296,596,8697.73,0,6,0
116,8858,700,5,7655.499366,0,4,0,1,0,0,0,515,815,7309.18,0,6,1
117,1863,416,2,1299.1361,4,2,3,3,0,0,0,392,692,2667.94,1,4,1
118,3790,831,0,8645.792312,2,2,3,1,0,14.09,0,199,499,3312.59,2,5,1
119,8408,502,5,9780.136306,3,0,2,0,0,0,0,92,392,1029.97,1,1,1
120,9755,501,2,6765.326824,1,4,4,0,6.49,0,0,530,830,1922.64,1,1,1
121,6116,536,5,4211.480993,1,0,4,1,44.83,0,0,488,788,8374.37,0,0,1
122,7019,175,2,736.1105179,1,2,5,2,43.19,0,0,315,615,1529.48,1,1,1
123,2757,161,0,12168.41381,2,4,0,1,0,31.24,0,324,624,7398.72,0,6,0
124,8574,114,1,2865.759079,3,2,5,2,0,0,0,294,594,5564.59,2,3,1
125,7374,476,2,11472.19976,3,4,2,2,0,0,0,301,601,5738.93,2,3,1
126,7892,101,0,2062.683789,3,1,7,2,0,0,0,450,750,8599.04,0,0,0
127,2678,711,5,1406.214855,4,0,3,0,0,0,0,152,452,7403.54,0,6,1
128,4242,329,4,6957.247916,2,4,5,3,0,34.39,0,130,430,4811.89,2,5,1
129,5636,33,3,3228.769229,0,4,3,2,0,0,143.26,108,408,9294.06,0,6,1
130,2059,253,0,4780.10097,4,1,6,2,0,0,0,2,302,6929.65,2,3,1
131,7668,428,0,10527.10142,2,3,4,3,0,52.52,0,232,532,5830.5,2,5,1
132,4157,331,0,13735.76412,3,1,0,0,0,0,0,262,562,9346.26,0,0,1
133,6915,346,2,7959.612012,2,4,7,1,0,31.59,0,259,559,7807.33,0,6,1
134,3693,104,2,3273.465287,3,3,7,1,0,0,0,547,847,2947.44,1,1,1
135,4627,218,4,4046.96438,0,2,4,0,0,0,0,296,596,3496,2,3,1
136,6450,203,1,11409.87344,3,0,7,0,0,0,0,44,344,5497.9,2,3,0
137,2663,713,5,327.4863082,4,3,3,0,0,0,0,367,667,1073.62,1,4,1
138,6592,117,1,10718.51275,2,2,2,2,0,21.33,0,372,672,9733,0,6,1
139,8392,309,2,6179.03632,1,4,2,3,31.01,0,0,88,388,6498.58,2,2,1
140,2306,279,2,10785.26926,3,3,5,1,0,0,0,76,376,9448.96,0,0,1
141,7776,852,0,10349.49163,3,1,5,0,0,0,0,251,551,8144.91,0,0,1
142,6864,212,0,8293.702244,1,0,0,2,32.1,0,0,65,365,3327.66,2,2,1
143,8526,207,1,441.1094023,4,1,1,0,0,0,0,134,434,3216.56,2,3,1
144,9901,354,5,2945.011275,0,1,0,1,0,0,0,420,720,5890.59,2,3,1
145,6575,77,2,3923.235026,0,0,7,3,0,0,0,540,840,2177.58,1,1,1
146,6530,270,2,2728.725019,4,1,6,0,0,0,0,25,325,1713.13,1,4,1
147,5413,330,1,11703.86637,2,4,3,1,0,24.92,0,445,745,8971.62,0,6,1
148,4748,250,3,338.5928201,0,1,0,0,0,0,152.41,388,688,9060.84,0,6,1
149,1663,715,0,4322.291532,4,4,5,3,0,0,0,343,643,6621.95,2,3,1
150,2998,526,4,8229.949784,3,1,1,0,0,0,0,412,712,5585,2,3,0
151,8994,54,2,5429.339591,1,4,1,1,32.1,0,0,417,717,1736.58,1,1,1
152,2495,438,5,3985.790714,2,3,0,2,0,38.99,0,400,700,4981.79,2,5,0
153,4304,203,3,7995.880336,2,4,6,0,0,68.21,57.62,22,322,4683.03,2,5,1
154,4763,83,1,9636.769382,3,0,0,1,0,0,0,169,469,1019.83,1,1,1
155,6232,81,1,1482.420673,0,1,2,3,0,0,0,460,760,9780.41,0,6,1
156,2853,830,5,8409.992332,2,3,1,1,0,97.6,0,519,819,7914.15,0,6,1
157,7585,606,0,2615.908114,1,1,4,2,0.6,0,0,154,454,3460.4,2,2,1
158,2291,134,0,10267.49743,3,4,2,3,0,0,0,145,445,8931.89,0,0,1
159,4581,122,3,7602.95073,2,1,4,1,0,91.8,187.41,47,347,7310.3,0,6,1
160,8554,476,5,10671.85115,3,2,3,0,0,0,0,515,815,3304.05,2,3,1
161,8280,50,2,161.2606692,0,3,6,0,0,0,0,353,653,5041.82,2,3,1
162,2636,480,3,629.6931116,4,2,6,3,0,0,170.35,547,847,9297.32,0,6,1
163,4696,18,4,12521.28745,3,1,4,2,0,0,0,277,577,2772.25,1,1,0
164,1698,99,4,2973.676373,0,4,5,1,0,0,0,481,781,6444.31,2,3,1
165,5737,679,5,10391.06727,2,3,4,1,0,74.53,0,128,428,5083.44,2,5,1
166,1854,868,4,789.8324628,2,3,0,2,0,89.91,0,457,757,5159.22,2,5,0
167,9164,347,5,6001.283054,0,4,0,2,0,0,0,544,844,5602.92,2,3,0
168,6855,558,2,1051.458568,2,3,7,1,0,31.08,0,457,757,9721.83,0,6,0
169,8392,482,0,5821.531611,2,4,0,1,0,85.17,0,342,642,5864.17,2,5,1
170,7528,515,2,11642.06991,2,2,4,3,0,17.7,0,366,666,4347.97,2,5,1
171,6249,569,5,612.9153096,0,1,2,3,0,0,0,424,724,8718.46,0,6,1
172,6172,435,2,2739.489699,0,3,4,0,0,0,0,144,444,6818.76,2,3,1
173,2707,636,4,7730.519737,3,3,7,0,0,0,0,276,576,8435.16,0,0,1
174,6791,632,2,8798.837387,1,3,4,3,2.41,0,0,49,349,3884.35,2,2,1
175,6535,700,4,1662.396798,4,2,6,0,0,0,0,352,652,8622.2,0,6,1
176,5931,315,0,10022.95806,2,4,7,0,0,74.24,0,278,578,1191.87,1,1,1
177,4510,199,0,7027.416481,1,4,6,0,39.91,0,0,453,753,7551.28,0,0,0
178,1202,604,4,3010.289714,1,2,7,2,13.55,0,0,323,623,5037.89,2,2,1
179,5218,128,1,2662.766114,0,1,2,2,0,0,0,47,347,2487.82,1,1,1
180,9958,493,2,1495.801878,0,2,0,2,0,0,0,39,339,9114.49,0,6,0
181,5389,711,2,6781.064919,1,3,0,2,4,0,0,158,458,9366.83,0,0,1
182,3327,364,5,4394.423418,0,1,2,3,0,0,0,248,548,4704.12,2,3,1
183,9004,60,5,2321.361108,3,0,3,1,0,0,0,316,616,1344.01,1,1,1
184,3931,121,3,9244.64848,3,1,7,0,0,0,18.96,487,787,1544.78,1,1,1
185,8777,700,4,2489.796787,4,2,7,3,0,0,0,82,382,4425.78,2,3,1
186,1197,22,0,466.3689548,4,3,5,3,0,0,0,12,312,6826.22,2,3,1
187,8125,833,0,4757.365377,4,1,5,2,0,0,0,297,597,1977.82,1,4,0
188,2930,221,1,10366.7187,2,4,7,3,0,27.77,0,317,617,6000.76,2,5,1
189,7287,332,4,1072.093145,3,1,7,1,0,0,0,79,379,7686.4,0,0,1
190,9800,116,2,11563.85896,2,0,3,2,0,90.58,0,269,569,5680.7,2,5,1
191,5282,68,3,13659.65539,3,1,0,2,0,0,130.87,470,770,9589.84,0,0,1
192,3511,350,4,421.9746183,1,1,0,1,18.11,0,0,392,692,9823.08,0,0,1
193,1659,186,3,2511.553498,2,1,3,0,0,63.22,182.83,491,791,4343.97,2,5,1
194,3811,841,4,3505.142013,4,3,2,2,0,0,0,47,347,3372.51,2,3,1
195,8098,14,2,13926.03596,3,2,3,0,0,0,0,90,390,7327.52,0,0,1
196,7546,537,2,4106.632615,4,3,3,0,0,0,0,99,399,2383.1,1,4,1
197,2986,851,4,2203.812635,0,1,1,2,0,0,0,198,498,7599.31,0,6,1
198,9338,783,0,512.6313659,3,4,6,2,0,0,0,109,409,5142.09,2,3,1
199,3911,11,0,7053.840374,3,4,0,2,0,0,0,135,435,7360.8,0,0,0
200,2734,547,1,463.2414391,4,4,7,0,0,0,0,319,619,5087.3,2,3,1
201,2843,633,2,1227.317964,4,1,0,1,0,0,0,240,540,2191.48,1,4,1
202,9680,57,5,3194.64006,4,1,1,2,0,0,0,431,731,3888.45,2,3,1
203,3976,473,1,7383.26246,3,0,5,2,0,0,0,291,591,5420.52,2,3,1
204,2959,617,4,3690.901194,1,0,6,0,0.22,0,0,158,458,7761.79,0,0,1
205,6759,704,1,7252.300906,0,2,1,1,0,0,0,321,621,7232.26,0,6,1
206,7694,723,5,966.5519908,4,1,4,0,0,0,0,536,836,4470.53,2,3,1
207,3385,11,2,4773.181335,1,1,2,3,19.16,0,0,16,316,2095.59,1,1,1
208,5736,499,2,2862.759268,4,4,5,0,0,0,0,395,695,2165.77,1,4,1
209,2802,793,0,4807.008611,3,0,6,2,0,0,0,299,599,4788.21,2,3,1
210,9155,764,2,6901.599752,1,3,5,2,23.18,0,0,6,306,1790.86,1,1,1
211,9120,114,0,12924.34488,3,0,3,2,0,0,0,375,675,3157.09,2,3,1
212,7616,602,5,6728.910196,2,2,1,1,0,72.87,0,467,767,7335.86,0,6,1
213,6534,14,1,3898.450804,4,3,4,1,0,0,0,364,664,1883.12,1,4,1
214,5061,114,4,482.698099,0,4,6,1,0,0,0,341,641,4662.06,2,3,1
215,1262,234,4,1512.471043,1,0,4,0,48.88,0,0,481,781,8024.65,0,0,1
216,7287,806,1,5743.382748,2,1,3,2,0,61.43,0,491,791,1324.37,1,1,1
217,9815,107,2,4594.500122,4,2,4,0,0,0,0,451,751,6082.81,2,3,1
218,3049,469,0,6606.273348,2,2,0,1,0,8.93,0,23,323,1517.16,1,1,1
219,6423,481,4,4234.026866,1,3,3,3,18.64,0,0,545,845,3174.81,2,2,1
220,5548,228,2,4682.696359,0,3,2,2,0,0,0,150,450,4485.75,2,3,1
221,4108,608,3,1225.99663,1,2,5,3,32.89,0,167.57,224,524,6226.84,2,2,1
222,8158,467,3,5100.040219,0,0,7,3,0,0,71.32,490,790,8279.88,0,6,1
223,8400,156,4,1414.403653,3,1,2,1,0,0,0,11,311,2510.1,1,1,1
224,4170,2,1,2879.194937,4,4,5,2,0,0,0,499,799,8480.95,0,6,1
225,3255,226,1,8873.707873,2,1,3,0,0,87.3,0,338,638,5343.98,2,5,1
226,2154,665,1,6140.19286,3,0,5,3,0,0,0,351,651,5881.66,2,3,1
227,5499,708,2,4544.085766,4,3,7,1,0,0,0,202,502,7150.39,0,6,0
228,7295,555,3,1898.220256,2,4,5,3,0,85.79,189,100,400,9573.89,0,6,1
229,7197,611,2,2559.625551,3,1,3,1,0,0,0,364,664,2001.67,1,1,0
230,2648,445,5,2580.80899,4,1,2,1,0,0,0,455,755,7133.96,0,6,1
231,6539,96,5,4647.498295,4,4,0,2,0,0,0,338,638,6603.85,2,3,0
232,5199,744,4,5830.453554,3,2,5,3,0,0,0,366,666,8287.62,0,0,1
233,9445,174,5,9062.100799,1,4,1,0,47.54,0,0,60,360,5709.16,2,2,1
234,3557,869,1,5410.038122,0,1,7,0,0,0,0,511,811,1632.27,1,1,1
235,6592,468,4,6103.989257,0,4,1,2,0,0,0,99,399,8161.35,0,6,1
236,1098,713,3,9174.194379,1,1,7,2,9.82,0,123.68,533,833,3061.83,2,2,0
237,3200,808,0,2856.943186,4,0,2,0,0,0,0,449,749,3336.64,2,3,1
238,3961,857,3,7971.46968,2,2,2,1,0,94.9,5.96,202,502,3563.99,2,5,1
239,5973,466,5,5667.386838,1,4,3,0,38.69,0,0,78,378,2113.88,1,1,1
240,5433,849,5,3915.998811,4,0,1,3,0,0,0,441,741,4310.97,2,3,1
241,3869,307,3,4084.556728,3,0,7,2,0,0,0.1,184,484,9989.94,0,0,1
242,1956,636,5,11745.00219,3,2,0,2,0,0,0,517,817,9826.23,0,0,1
243,9352,576,5,3560.639205,4,3,0,2,0,0,0,442,742,8655.22,0,6,1
244,6699,432,2,8976.658718,3,4,6,3,0,0,0,213,513,1653.59,1,1,1
245,7944,359,0,309.9901056,0,2,3,3,0,0,0,375,675,6527.84,2,3,1
246,5493,402,0,7578.240028,1,2,5,0,33.04,0,0,444,744,9662.42,0,0,1
247,5911,753,3,1039.413909,0,1,4,0,0,0,7.51,300,600,9824,0,6,1
248,4987,33,3,4798.56678,4,2,7,3,0,0,191.65,520,820,8440.24,0,6,1
249,7015,348,5,806.0956456,1,2,1,1,30.96,0,0,289,589,3312.64,2,2,1
250,2218,527,1,10736.20386,3,4,7,3,0,0,0,437,737,3455.63,2,3,0
251,5496,819,2,3531.68136,1,2,2,1,4.89,0,0,95,395,4309.62,2,2,0
252,5735,869,1,7198.589051,1,2,1,0,46.08,0,0,111,411,7652.92,0,0,0
253,5555,593,5,7739.519282,3,3,1,3,0,0,0,225,525,1422.3,1,1,1
254,9050,363,3,7820.796585,2,0,2,1,0,57.71,145.62,103,403,3917.05,2,5,1
255,4446,289,1,1137.771944,3,4,1,1,0,0,0,74,374,8343.42,0,0,1
256,2045,3,0,7536.776267,0,3,4,3,0,0,0,154,454,9801.52,0,6,1
257,7893,838,4,60.13265764,2,4,7,0,0,57.59,0,0,300,4899.27,2,5,0
258,2693,537,1,7339.528268,0,0,0,1,0,0,0,164,464,7698.45,0,6,1
259,4436,675,3,2836.621816,4,2,5,0,0,0,51.88,473,773,5390.2,2,3,1
260,9754,758,0,2019.750893,0,2,0,0,0,0,0,45,345,2255.56,1,1,0
261,6895,24,5,6241.343135,1,1,1,1,44.83,0,0,505,805,5889.77,2,2,0
262,4354,270,1,3358.08393,4,0,0,1,0,0,0,474,774,5877.14,2,3,1
263,1225,216,5,9071.43915,2,2,6,3,0,25.57,0,548,848,6984.48,2,5,0
264,5893,572,2,135.8472978,0,4,1,3,0,0,0,101,401,7558.34,0,6,0
265,8022,592,4,4902.268616,4,4,6,0,0,0,0,430,730,5574.92,2,3,1
266,6600,254,3,4821.405488,0,1,3,3,0,0,45.26,505,805,6364.4,2,3,0
267,8996,657,3,3698.882726,1,2,7,0,4.61,0,101.21,344,644,8644.37,0,0,1
268,8683,776,5,5585.898914,1,4,0,2,19.85,0,0,203,503,3082.49,2,2,1
269,5642,426,4,2225.553986,2,0,4,2,0,0.82,0,453,753,7554.68,0,6,0
270,8679,855,0,3695.460507,3,1,7,0,0,0,0,2,302,9477.12,0,0,1
271,9208,617,3,1291.732703,3,2,2,2,0,0,109.69,162,462,9399.39,0,0,1
272,8339,306,1,8601.21621,1,2,5,0,35.25,0,0,83,383,4779.73,2,2,1
273,3205,359,3,1258.732787,4,1,4,2,0,0,161.66,18,318,7525.3,0,6,1
274,2069,671,1,9187.78088,2,3,2,0,0,21.69,0,236,536,2374.26,1,1,1
275,4444,607,3,2143.831152,0,4,6,0,0,0,81.34,364,664,6045.99,2,3,1
276,2060,788,1,1145.06772,0,4,7,3,0,0,0,290,590,3332.39,2,3,0
277,3327,569,2,543.8285899,4,1,3,1,0,0,0,162,462,3056.53,2,3,1
278,4420,565,5,12819.64322,3,2,2,0,0,0,0,423,723,2299.68,1,1,1
279,1301,136,0,1179.789818,1,3,6,3,35.86,0,0,535,835,9514.02,0,0,1
280,1606,33,0,861.3599323,1,0,3,1,23.04,0,0,485,785,7129.53,0,0,1
281,4170,562,2,128.4477273,2,2,2,2,0,11.54,0,527,827,2200.58,1,1,0
282,1699,654,0,3590.45713,1,4,5,1,17.01,0,0,340,640,7537.36,0,0,1
283,6088,128,1,14046.81462,3,1,1,3,0,0,0,1,301,6632.19,2,3,1
284,1190,779,0,13540.15812,3,3,5,3,0,0,0,454,754,9853.61,0,0,1
285,1980,591,5,578.3060835,4,4,0,0,0,0,0,81,381,1505.61,1,4,1
286,3975,355,4,167.3979951,2,4,4,2,0,7.6,0,105,405,5273.32,2,5,1
287,7102,731,1,9327.912446,2,2,7,1,0,46,0,480,780,8359.42,0,6,1
288,2184,868,0,3004.528534,1,1,0,3,12.6,0,0,536,836,2522.46,1,1,1
289,4327,279,3,6510.018357,0,3,2,1,0,0,107.87,465,765,8062.22,0,6,1
290,4394,826,3,2684.600958,2,2,5,2,0,27.28,13.88,396,696,3184.88,2,5,1
291,9319,259,4,4819.397929,1,0,0,3,25.09,0,0,420,720,2331.29,1,1,1
292,2816,527,2,264.4503422,0,4,1,1,0,0,0,150,450,3697.31,2,3,1
293,6854,760,1,8752.493636,1,2,2,0,49.83,0,0,378,678,4877.57,2,2,1
294,7709,298,3,891.8557428,4,4,6,3,0,0,138.02,70,370,8256.68,0,6,1
295,1569,96,5,3667.90587,2,2,2,3,0,67.05,0,258,558,7791.57,0,6,1
296,6442,560,4,4697.180714,1,1,4,3,33.75,0,0,18,318,2941.03,1,1,0
297,2895,837,2,1356.743243,4,3,4,0,0,0,0,231,531,7835.42,0,6,1
298,3733,139,2,402.2359757,1,1,3,3,38.47,0,0,187,487,3718.03,2,2,1
299,4863,10,5,447.8465619,3,4,3,2,0,0,0,247,547,6489.78,2,3,1
300,8455,140,0,9343.655222,1,4,5,1,21.45,0,0,329,629,1283.75,1,1,1
301,5014,116,5,4859.918187,3,2,3,0,0,0,0,328,628,1520.74,1,1,1
302,2686,628,0,4160.203979,2,2,5,1,0,64.22,0,523,823,6438.07,2,5,1
303,4009,409,4,9027.90541,1,2,1,1,21.99,0,0,34,334,1916.24,1,1,0
304,8806,866,5,4171.607127,4,4,2,2,0,0,0,33,333,9057.4,0,6,1
